base_name	description_taxo	image_path	description_gpt4
longirostro	Forewing with yellow to brown veins and semitransparent, colourless membrane with conspicuous pale brown pattern consisting of constant patch along vein Cu1b and dots scattered over entire surface, partly confluent in apical part, forming broad submarginal stripe stretching from apical part of costal vein to apex of vein Cu1a, leaving light areas in cells r2, m1 and m2 along the margin; sometimes with relatively distinct median broad stripe stretching from apical part of cell r1 to base of vein Cu1b. Forewing oval, broadly, unevenly rounded apically; vein C+Sc weakly curved, pterostigma long, vein Rs weakly sinuous, slightly curved to fore margin apically; vein M about as long as either of veins M1+2 and M3+4; surface spinules faint, very dense, present in all cells, leaving no spinule-free stripes along the veins, irregularly spaced; radular spinules weakly pronounced.	/home/localuser/psilidae/Russelliana_forewing_croped_JPEG/longirostro.jpg	The forewing of *longirostro* is broad and ovoid, with a pale yellowish-brown color pattern. The entire forewing membrane is densely covered with spinules forming a pattern of two hexagonal rows, with narrow spinule-free strips along all veins. The veins are yellowish-brown, with no pigmentation along the apices of the pterostigma and veins Rs, M1+2, M3+4, Cu1a, and Cu1b. The apical two-thirds of vein C+Sc is strongly convex, with no costal break between vein C+Sc and the pterostigma. The pterostigma is absent. Vein Rs is relatively straight and abruptly turns up to the wing margin apically. Cell M1 is narrow and long, while cell Cu1 is broad and short. The apex of vein Cu1a is strongly arced towards the posterior margin. The forewing is widest in the middle and has a broadly and unevenly rounded apical margin. The forewing membrane is covered with short, densely spaced setae, while the veins are covered with long, dense setae.
lycii_male	Forewing with whitish to dark brown veins and membrane with distinct pale to dark brown pattern different for males and females. Male forewing membrane with brown to dark brown pattern consisting of two broad transverse stripes: submarginal one stretching from apical part of costal vein to apex of vein Cu1a leaving light areas in cells r2, m1, m2 and cu1 along the margin, and median one stretching from bifurcation of veins R and M+Cu, along the veins M+Cu, Cu and Cu1b, to median part of cell cu1; membrane between two bands colourless, with scattered brown dots in cells and sometimes on veins. Forewing rhomboidal; vein C+Sc strongly, unevenly curved, pterostigma long, vein Rs almost straight, strongly curved to fore margin apically; vein M about as long as either of veins M1+2 and M3+4; surface spinules large, very dense, present in all cells, leaving no spinule-free stripes along the veins, irregularly spaced; radular spinules not pronounced.	/home/localuser/psilidae/Russelliana_forewing_croped_JPEG/lycii_male.jpg	The forewing of *lycii_male* is broad and short with a high width-to-length ratio, and an oblong oval shape. It features a pale to dark brown color pattern with dark brown veins and scattered dark brown dots, and a white area along the costal margin and in the middle of the wing. The forewing membrane is densely covered in spinules without forming a pattern, and spinule-free strips are broad along all veins and cross veins. The apical two-thirds of vein C+Sc is nearly straight, and the vein is convex at the base. The pterostigma cell is present, as broad as it is long, and broadest in the middle. Vein Rs is sinuate and abruptly turns up to the wing margin apically. Cell M1 is broad and short, while cell Cu1 is broad and long. The apex of vein Cu1a is strongly arced towards the posterior margin. The forewing is widest in the middle, with a broadly and evenly rounded apical margin. The forewing membrane has dense, short setae, and the veins have long setae.
lycii_female	Forewing with whitish to dark brown veins and membrane with distinct pale to dark brown pattern different for males and females. Female forewing membrane with pale brown pattern consisting of dots occupying all cells, partly confluent in apical part, and two broad transverse stripes as on male forewing membrane but distinctly paler. Forewing rhomboidal; vein C+Sc strongly, unevenly curved, pterostigma long, vein Rs almost straight, strongly curved to fore margin apically; vein M about as long as either of veins M1+2 and M3+4; surface spinules large, very dense, present in all cells, leaving no spinule-free stripes along the veins, irregularly spaced; radular spinules not pronounced.	/home/localuser/psilidae/Russelliana_forewing_croped_JPEG/lycii_female.jpg	The forewing of *lycii_female* is broad and short with a high width-to-length ratio, and it is oblong oval in shape. The entire forewing is pale brown with dark brown dots scattered more densely along veins, and brownish smears in the middle of the wing and along the apical margin. The forewing membrane is densely covered with spinules forming a pattern of two hexagonal rows, with narrow spinule-free strips along all veins. The veins are brown with dark brown pigmentation present along the apices of the pterostigma and veins Rs, M1+2, M3+4, Cu1a, and Cu1b. The apical two-thirds of vein C+Sc is nearly straight, and there is no costal break between vein C+Sc and the pterostigma. The pterostigma is present, as broad as it is long, broad in relative width, and broadest at the apical 2/3. Vein Rs is relatively straight and abruptly turns up to the wing margin apically. Cell M1 is broad and short, while cell Cu1 is broad and short. The apex of vein Cu1a is strongly arced towards the posterior margin. Surface spinules are absent on the basal one-third of cell C+Sc. The forewing is widest in the middle, with a broadly and evenly rounded apical margin. The forewing membrane has dense, short setae, and the veins have relatively long setae.
maculata	Forewing with yellow to dark brown veins and colourless membrane with brown pattern consisting of large patches in the apex of cell r1 and r2 and along vein Cu1b, and dots varying in size and number mainly in apical two-thirds of the wing. Forewing oblong-oval, broadly, unevenly rounded apically; vein C+Sc weakly curved, pterostigma long, vein Rs almost straight, slightly curved to fore margin apically; vein M about as long as either of veins M1+2 and M3+4; surface spinules weakly developed, leaving relatively broad spinule-free stripes along the veins, forming transverse rows or indistinct hexagons in apical half, very sparse in basal half; absent at base of cell c+sc; radular spinules covering triangular areas along the margin of cells r2, m1, m2 and cu1.	/home/localuser/psilidae/Russelliana_forewing_croped_JPEG/maculata.jpg	The forewing of *maculata* is broad and short with a high width-to-length ratio, characterized by an oblong oval shape. It features pale brown veins and a whitish membrane with a distinct pale brown pattern, including a large spot along vein Cu1 and scattered spots in the apical half. The membrane is densely covered in spinules, which are randomly distributed, and narrow spinule-free strips are present along all veins. The veins are brown, with color pigmentation present along the apices of the pterostigma and veins Rs, M1+2, M3+4, Cu1a, and Cu1b. The apical two-thirds of vein C+Sc is strongly convex, and there is no costal break between vein C+Sc and the pterostigma. The pterostigma cell is absent, and vein Rs is relatively straight, abruptly turning up to the wing margin apically. Cell M1 is broad and short, while cell Cu1 is broad and long. The apex of vein Cu1a is strongly arced towards the posterior margin. Surface spinules are absent on the basal half of cell C+Sc. The forewing is widest in the middle, with a broadly and evenly rounded apical margin. The forewing membrane has distinct brown setae-bearing spots, sometimes forming transverse bands, and veins with brown setae.
magellanica	Forewing with yellow to brown veins and yellowish membrane with variable brown pattern consisting of broad stripe parallel to apical margin stretching from apical part of costal vein to apex of vein Cu1a, leaving light areas in cells r2, m1 and m2 along the margin, and patches at bifurcation of veins R and M+Cu, in apical part of cell r2 and along vein Cu1b, sometimes forming stripe in the middle of the wing stretching from apical part of cell r1 to vein Cu1b; sometimes with patches in cells c+sc and cu2. Forewing oviform; vein C+Sc weakly curved, pterostigma long, vein Rs straight apically; vein M shorter than either of veins M1+2 and M3+4; surface spinules relatively large, present in all cells, leaving no spinule-free stripes along the veins, densely spaced, forming hexagonal pattern in the middle of cells; absent at base of cell c+sc; radular spinules not pronounced.	/home/localuser/psilidae/Russelliana_forewing_croped_JPEG/magellanica.jpg	The forewing of *magellanica* is characterized by a broad and oblong oval shape, with a distinct pattern of dark brown veins and broad pale brown areas along the veins. The entire forewing membrane is densely covered with spinules arranged in transverse rows, with broad spinule-free strips along all veins. The veins are brown, with brown pigmentation present along the apices of the pterostigma and veins Rs, M1+2, M3+4, Cu1a, and Cu1b. The apical two-thirds of vein C+Sc is strongly convex, with a costal break present between vein C+Sc and the pterostigma. The pterostigma is absent. Vein Rs is relatively straight and slightly turns up to the wing margin apically. Cell M1 is broad and short, while cell Cu1 is broad and long. The apex of vein Cu1a is moderately arced towards the posterior margin. The forewing is widest in the middle and has a broadly and evenly rounded apical margin. The forewing membrane and veins are covered with short, densely spaced setae.
marionae	Forewing with whitish to dark brown veins and semitransparent, colourless membrane with dark brown pattern consisting of stripes and patches over entire surface, stretching from apical part of costal vein to median part of vein Cu1a, along vein Cu1a, and to base of vein M1+2, sometimes leaving light areas in cells m1 and m2 along the margin, interrupted patches from base of pterostigma to median part of vein M and in cell cu2, and patch along vein Cu1b; membrane between bands and patches colourless, with dots varying in size and number. Forewing oblong-oval, broadly, evenly rounded apically; vein C+Sc hardly curved, pterostigma long, vein Rs weakly sinuous, curved to fore margin apically; vein M longer than either of veins M1+2 and M3+4; surface spinules bold, present in all cells, leaving narrow spinule-free stripes along the veins, sparsely and irregularly spaced, becoming sparser towards base, absent or very sparse on unpigmented areas; absent in cell c+sc; radular spinules covering rounded areas along the margin of cells r2, m1, m2 and cu1.	/home/localuser/psilidae/Russelliana_forewing_croped_JPEG/marionae.jpg	The forewing of *marionae* is characterized by a broad, oblong oval shape with a high width-to-length ratio, and it is short in length. The forewing displays a distinct pattern of brown and hyaline areas, with yellow veins and dark brown pigmentation along the apices of the pterostigma and veins Rs, M1+2, M3+4, Cu1a, and Cu1b. The membrane is densely covered with spinules forming two hexagonal rows, and broad spinule-free strips are present along all veins. The apical two-thirds of vein C+Sc is strongly convex, and the vein is convex at the base. There is no costal break between vein C+Sc and the pterostigma, which is absent. Vein Rs is sinuate and abruptly turns up to the wing margin apically. Cell M1 is broad and short, while cell Cu1 is broad and long. The apex of vein Cu1a is strongly arced towards the posterior margin. The forewing is widest in the middle, and the apical margin is broadly and evenly rounded. The forewing membrane is covered with short setae, densely scattered along the veins and sparsely on the membrane.
melaina	Forewing with pale yellow veins and semitransparent, unevenly amber-coloured membrane; sometimes with indistinct pale brown patch along vein Cu1b. Forewing oviform; vein C+Sc strongly, evenly curved, pterostigma long, vein Rs weakly sinuous, almost straight apically; vein M about as long as either of veins M1+2 and M3+4; surface spinules present in all cells, leaving broad spinule-free stripes along the veins, sparsely spaced and forming transverse rows; very sparse at base of cell c+sc; radular spinules covering rounded areas along the margin of cells r2, m1, m2 and cu1.	/home/localuser/psilidae/Russelliana_forewing_croped_JPEG/melaina.jpg	The forewing of *melaina* is broad and long with an oblong oval shape, featuring pale brown veins and membrane. The forewing membrane is sparsely covered with spinules, and broad spinule-free strips are present along all veins. The veins, including Rs, M1+2, M3+4, Cu1a, and Cu1b, are pale yellow without pigmentation at the apices. The apical two-thirds of vein C+Sc is strongly convex, and there is no costal break between vein C+Sc and the pterostigma, which is absent. The forewing is widest in the middle and has a broadly and evenly rounded apical margin. The forewing membrane and veins are bare, without setae.
mendozae	Forewing with yellow to brown veins and dirty yellowish membrane with indistinct to distinct brown pattern consisting of patch along vein Cu1b and scattered dots in apical third of the wing, often distinctly confluent along the veins along the margin; often with patches in cells c+sc and cu2. Forewing oblong-oval, narrowly rounded apically; vein C+Sc hardly curved, pterostigma long, vein Rs weakly sinuous, almost straight apically; vein M about as long as either of veins M1+2 and M3+4; surface spinules absent; radular spinules covering triangular areas along the margin of cells r2, m1, m2 and cu1.	/home/localuser/psilidae/Russelliana_forewing_croped_JPEG/mendozae.jpg	The forewing of *mendozae* is broad and short with a high width-to-length ratio, and it is oblong oval in shape. The entire forewing has a pale yellowish-brown color pattern with densely covered spinules and broad spinule-free strips along all veins. The veins are yellow to dark yellow with dark brown pigmentation present along the apices of the pterostigma and veins Rs, M1+2, M3+4, Cu1a, and Cu1b. The apical two-thirds of vein C+Sc is nearly straight, and there is no costal break between vein C+Sc and the pterostigma. The pterostigma is present, as broad as it is long, narrow in relative width, and broadest at the apical 2/3. Vein Rs is relatively straight and abruptly turns up to the wing margin apically. Cell M1 is broad and short, while cell Cu1 is broad and long. The apex of vein Cu1a is strongly arced towards the posterior margin. Surface spinules are absent on the basal one-third of cell C+Sc. The forewing is widest in the middle, with a broadly and evenly rounded apical margin. The forewing membrane is covered with pale setae, which are long and densely to sparsely distributed, similar to those on the veins.
monticola	Forewing with yellow to brown veins and dirty yellowish membrane with indistinct to distinct brown pattern consisting of patch along vein Cu1b and scattered dots in apical three quarters of the wing; sometimes with pale patches in cells c+sc and cu2. Forewing oblong-oval, broadly, unevenly rounded apically; vein C+Sc weakly curved, pterostigma long, vein Rs straight apically; vein M about as long as either of veins M1+2 and M3+4; surface spinules absent; radular spinules covering triangular areas along the margin of cells r2, m1, m2 and cu1.	/home/localuser/psilidae/Russelliana_forewing_croped_JPEG/monticola.jpg	The forewing of *monticola* is broad and short with a low width-to-length ratio, exhibiting an oblong oval shape. It has a pale brown membrane with brown veins, and the membrane is moderately covered with spinules forming a pattern of two hexagonal rows. The veins are yellowish-brown, with brown color pigmentation along the apices of the pterostigma and veins Rs, M1+2, M3+4, Cu1a, and Cu1b. Narrow spinule-free strips are present along all veins. The apical two-thirds of vein C+Sc is strongly convex, with a costal break between vein C+Sc and the pterostigma. The pterostigma cell is absent, and vein Rs is relatively straight, abruptly turning up to the wing margin apically. Cell M1 is broad and short, while cell Cu1 is broad and long. Vein Cu1a is strongly convex along its entire length, with its apex strongly arced towards the posterior margin. Surface spinules are absent on the basal one-third of cell C+Sc. The forewing is widest in the middle, with a broadly and evenly rounded apical margin. The forewing membrane and veins are without setae.
nana	Forewing with bright yellow veins and pale yellow membrane. Forewing oblong-oval, broadly, unevenly rounded apically; vein C+Sc weakly curved, pterostigma long, vein Rs almost straight apically; vein M shorter than either of veins M1+2 and M3+4; surface spinules faint, present in all cells, leaving no spinule-free stripes along the veins, densely and irregularly spaced; radular spinules covering triangular areas along the margin of cells r2, m1, m2 and cu1.	/home/localuser/psilidae/Russelliana_forewing_croped_JPEG/nana.jpg	The forewing of *nana* is broad with a short width-to-length ratio and an oblong oval shape. It features pale brown veins and a completely hyaline membrane, moderately covered with spinules forming two hexagonal rows. The veins are pale yellow, with no color pigmentation along the apices of the pterostigma and veins Rs, M1+2, M3+4, Cu1a, and Cu1b. Spinule-free strips are narrow and present along all veins. The apical two-thirds of vein C+Sc is nearly straight, and there is no costal break between vein C+Sc and the pterostigma. The pterostigma cell is absent. Vein Rs is relatively straight and slightly turns up to the wing margin apically. Cell M1 is broad and short, while cell Cu1 is broad and long. Vein Cu1a is strongly convex along its entire length, with its apex moderately arced towards the posterior margin. The forewing is widest in the middle, with a broadly and evenly rounded apical margin. The forewing membrane and veins are without setae.
nigra	Forewing with dark brown veins and evenly brown membrane. Forewing oval, broadly, evenly rounded apically; vein C+Sc weakly curved, pterostigma long, vein Rs weakly sinuous, slightly curved to fore margin apically; vein M about as long as either of veins M1+2 and M3+4; surface spinules very dense, present in all cells, leaving very narrow spinule-free stripes along the veins, irregularly spaced; faint in cell c+sc and absent in its basal third; radular spinules covering rounded areas along the margin of cells r2, m1, m2 and cu1. 	/home/localuser/psilidae/Russelliana_forewing_croped_JPEG/nigra.jpg	The forewing of *nigra* is broad and long with an oblong-oval shape. It is pale brown with dark brown veins and densely covered with spinules forming two hexagonal rows. The veins are brown, and there is no color pigmentation along the apices of the pterostigma and veins Rs, M1+2, M3+4, Cu1a, and Cu1b. Narrow spinule-free strips are present along all veins. The apical two-thirds of vein C+Sc is strongly convex, and the vein is convex at the base. There is no costal break between vein C+Sc and the pterostigma. The pterostigma is present, short in length, and broadest in the apical 2/3, with a convex posterior vein across its entire length. Vein Rs is sinuate and slightly turns up to the wing margin apically. Cell M1 is narrow and short, while cell Cu1 is broad and long, with vein Cu1a strongly convex in the apical two-thirds and moderately arced towards the posterior margin of the forewing. The forewing is widest in the middle, with a broadly and evenly rounded apical margin. The forewing membrane is bare, while the veins are covered with short, dense setae.
nolanae_male	Forewing with whitish to dark brown veins and membrane with distinct pale to dark brown pattern different for males and females. Male forewing membrane with dark brown pattern consisting of confluent dots, sometimes forming two well-defined broad transverse stripes: shorter submarginal one stretching from apical part of costal vein to base of vein M1+2 and longer median one stretching from median part of vein C+Sc, along the veins M+Cu and Cu, to base of vein Cu1b; membrane between two bands colourless with dark brown dots scattered over entire surface and sometimes on veins. Forewing rhomboidal; vein C+Sc strongly, unevenly curved, pterostigma long, vein Rs straight, strongly curved to fore margin apically; vein M about as long as either of veins M1+2 and M3+4; surface spinules very dense, present in all cells, leaving no spinule-free stripes along the veins, irregularly spaced, less developed on unpigmented areas; radular spinules not pronounced.	/home/localuser/psilidae/Russelliana_forewing_croped_JPEG/nolanae_male.jpg	The forewing of *nolanae_male* is broad and short with an ovoid shape. It is pale brown with dark brown veins and brownish, irregularly scattered patches. The veins are brown, with dark brown pigmentation along the apices of the pterostigma and veins Rs, M1+2, M3+4, Cu1a, and Cu1b. The forewing membrane is densely covered with randomly distributed spinules, with narrow spinule-free strips along all veins. The apical two-thirds of vein C+Sc is strongly convex, and the vein is convex at the base. There is no costal break between vein C+Sc and the pterostigma. The pterostigma cell is absent. Vein Rs is relatively straight and abruptly turns up to the wing margin apically. Cell M1 is broad and short, while cell Cu1 is broad and long. Vein Cu1a is strongly convex in the apical two-thirds and strongly arced towards the posterior margin. The forewing is widest in the middle, with a broadly and unevenly rounded apical margin. The forewing membrane and veins are covered by short, densely distributed setae.
nolanae_female	Forewing with whitish to dark brown veins and membrane with distinct pale to dark brown pattern different for males and females. Female forewing membrane with pale brown pattern consisting of dark, frequently confluent dots and lighter patches scattered over entire surface, sometimes patches leaving light, almost indistinct areas in cells r2, m1 and m2along the margin; patch along vein Cu1b sometimes reaching vein M. Forewing rhomboidal; vein C+Sc strongly, unevenly curved, pterostigma long, vein Rs straight, strongly curved to fore margin apically; vein M about as long as either of veins M1+2 and M3+4; surface spinules very dense, present in all cells, leaving no spinule-free stripes along the veins, irregularly spaced, less developed on unpigmented areas; radular spinules not pronounced.	/home/localuser/psilidae/Russelliana_forewing_croped_JPEG/nolanae_female.jpg	The forewing of *nolanae_female* is broad and short with an oblong oval shape, featuring a pale brown color pattern. The forewing is moderately covered with spinules forming two hexagonal rows, with narrow spinule-free strips along all veins. The apical two-thirds of vein C+Sc is strongly convex, and there is no costal break between vein C+Sc and the pterostigma, which is present and broadest at the apical 2/3rds. Vein Rs is relatively straight and abruptly turns up to the wing margin apically. Cell M1 is broad and short, while cell Cu1 is broad and long. The apex of vein Cu1a is strongly arced towards the posterior margin. The forewing is widest in the middle and has a broadly and evenly rounded apical margin. The forewing membrane and veins are covered with short, densely distributed setae.
pallida	Forewing with yellowish veins and colourless membrane with pale brown, often indistinct pattern consisting of broad stripe parallel to apical margin stretching from apical part of costal vein to apex of vein Cu1a, leaving light areas in cells r2, m1 and m2 along the margin, and patch along vein Cu1b; sometimes with brown stripe in the middle of the wing stretching from vein R1 to vein Cu1b and brown patch in apical half of cell cu2. Forewing oblong-oval, broadly, unevenly rounded apically; vein C+Sc weakly curved, pterostigma long, vein Rs almost straight apically; vein M longer than either of veins M1+2 and M3+4; surface spinules present in all cells, leaving narrow spinule-free stripes along the veins, sparsely spaced and forming hexagonal pattern; radular spinules covering triangular areas along the margin of cells r2, m1, m2 and cu1.	/home/localuser/psilidae/Russelliana_forewing_croped_JPEG/pallida.jpg	The forewing of *pallida* is broad and long with an oblong oval shape, characterized by a pale yellow color with pale yellow veins. The membrane is densely covered with spinules in transverse rows, with narrow spinule-free strips along all veins. The veins lack color pigmentation along the apices. The apical two-thirds of vein C+Sc is nearly straight, and there is no costal break between vein C+Sc and the pterostigma. The pterostigma is absent. The forewing is widest in the middle, with a broadly and evenly rounded apical margin. The forewing membrane and veins are without setae.
punctulata	Forewing with dark brown veins and colourless membrane, sometimes consisting of indistinct brown pattern of one large patch in the apex of cell r1 and r2 and one small along vein Cu1b; sometimes with few dots in apical two-thirds of the wing. Forewing oblong-oval, broadly, unevenly rounded apically; vein C+Sc weakly curved, pterostigma long, vein Rs almost straight apically; vein M shorter than either of veins M1+2 and M3+4; surface spinules faint, present in all cells, leaving narrow spinule-free stripes along the veins, sparsely spaced and forming irregular transverse rows mainly in apical part; absent in basal third of cell c+sc; radular spinules covering rounded areas along the margin of cells r2, m1, m2 and cu1.	/home/localuser/psilidae/Russelliana_forewing_croped_JPEG/punctulata.jpg	The forewing of *punctulata* is broad and short with an ovoid shape, featuring pale brown veins and a pale brown membrane that is slightly infuscated along the veins with indistinct brown patches in cells r2, r4+5, m1, and m2. The forewing is sparsely covered with spinules forming transverse rows, with narrow spinule-free strips along all veins. The apical two-thirds of vein C+Sc is nearly straight, and there is no costal break between vein C+Sc and the pterostigma, which is absent. Vein Rs is relatively straight and abruptly turns up to the wing margin apically. Cell M1 is broad and short, while cell Cu1 is broad and short. The apex of vein Cu1a is strongly arced towards the posterior margin. The forewing is widest in the middle and has a broadly and evenly rounded apical margin. The forewing membrane is bare, while the veins are covered with short, dense setae.
queirozae	Forewing with whitish to pale yellow veins and pale yellow membrane, sometimes yellow in the middle of cells in its apical part. Forewing oblong-oval, narrowly rounded apically; vein C+Sc weakly curved, pterostigma long, vein Rs almost straight apically; vein M longer than either of veins M1+2 and M3+4; surface spinules very dense, present in all cells, leaving no spinule-free stripes along the veins; radular spinules not pronounced.	/home/localuser/psilidae/Russelliana_forewing_croped_JPEG/queirozae.jpg	The forewing of *queirozae* is broad and long with a width-to-length ratio of approximately 1:2.7, and it is oblong oval in shape. The forewing is pale yellow with brown veins, and the membrane is moderately covered with spinules arranged in transverse rows. Spinule-free strips are broad and present along all veins. The apical two-thirds of vein C+Sc is nearly straight, and there is no costal break between vein C+Sc and the pterostigma. The pterostigma cell is present, short in length, broad in relative width, and broadest at the apical 2/3. Vein Rs is relatively straight and abruptly turns up to the wing margin apically. Cell M1 is broad and short, while cell Cu1 is broad and short as well. Vein Cu1a is strongly convex along its entire length and strongly arced towards the posterior margin. The forewing is widest in the middle, with a broadly and evenly rounded apical margin. Both the forewing membrane and veins are covered by short, densely distributed setae.
rutila	Forewing with pale yellow to brownish veins and yellow to brownish membrane, both becoming slightly darker apically. Forewing oblong-oval, narrowly rounded apically; vein C+Sc weakly curved, pterostigma long, vein Rs straight or weakly sinuous, almost straight apically; vein M slightly shorter than either of veins M1+2 and M3+4; surface spinules faint, dense, present in all cells, leaving no spinule-free stripes along the veins, forming indistinct hexagons in apical half; radular spinules covering indistinct areas along the margin of cells r2, m1, m2 and cu1.	/home/localuser/psilidae/Russelliana_forewing_croped_JPEG/rutila.jpg	The forewing of *rutila* is broad and relatively short with an oblong oval shape. It is hyaline with pale brown veins and lacks color pigmentation along the apices of the pterostigma and veins Rs, M1+2, M3+4, Cu1a, and Cu1b. The membrane is moderately covered with randomly distributed spinules, with broad spinule-free strips along all veins. The apical margin is broadly and evenly rounded, and the forewing is widest in the middle. The pterostigma is absent, and vein Rs is relatively straight, abruptly turning up to the wing margin apically. Vein Cu1a is strongly convex along its entire length, with its apex strongly arced towards the posterior margin. The forewing membrane and veins are without setae.
sebastiani	Forewing with white to dark brown veins and yellowish fore margin gradually turning white in the middle of wing where the dark brown pattern starts; the dark pattern is interrupted by white median transverse stripe stretching from median part of vein Rs to bifurcation of vein Cu, and by light areas in cells r2, m1, m2 and cu1 along the margin. Forewing oblong-oval, narrowly, unevenly rounded apically; vein C+Sc strongly, unevenly curved, pterostigma short, vein Rs weakly sinuous, almost straight apically; vein M shorter than either of veins M1+2 and M3+4; surface spinules very dense, present in all cells, leaving no spinule-free stripes along the veins, forming hexagonal pattern, absent in upper part of cell r1 and along the fore margin of cell c+sc, less developed on unpigmented areas; radular spinules weakly pronounced.	/home/localuser/psilidae/Russelliana_forewing_croped_JPEG/sebastiani.jpg	The forewing of *sebastiani* is narrow and long with an oblong oval shape, featuring a distinct brown pattern. The forewing membrane is densely covered with spinules forming two hexagonal rows, with narrow spinule-free strips along all veins. The apical two-thirds of vein C+Sc is strongly convex, and the vein is convex at the base. The pterostigma cell is absent. Vein Rs is relatively straight and abruptly turns up to the wing margin apically. Cell M1 is broad and short, while cell Cu1 is broad and long. The apex of vein Cu1a is moderately arced towards the posterior margin. The forewing is widest in the middle, with a broadly and unevenly rounded apical margin. The forewing veins are covered with short, densely distributed setae, and the membrane has short setae densely scattered all over the surface.
setosa	Forewing with bright yellow to brown veins and semitransparent, yellowish membrane with brown pattern consisting of large patch along vein Cu1b and scattered dots varying in size and number, mainly in apical two thirds of the wing. Forewing oval, broadly, evenly rounded apically; vein C+Sc weakly curved, pterostigma long, vein Rs weakly sinuous, almost straight apically; vein M about as long as either of veins M1+2 and M3+4; surface spinules absent; radular spinules covering triangular areas along the margin of cells r2, m1, m2 and cu1.	/home/localuser/psilidae/Russelliana_forewing_croped_JPEG/setosa.jpg	The forewing of *setosa* is broad and short, with an oblong oval shape. It has a pale yellow to brown color pattern with veins concolorous with the membrane and distinct brown dots scattered over the wing. The membrane is densely covered with spinules forming two hexagonal rows, with narrow spinule-free strips along all veins. The apical two-thirds of vein C+Sc is moderately convex, and it is not convex at the base. There is no costal break between vein C+Sc and the pterostigma, which is absent. Vein Rs is relatively straight and abruptly turns up to the wing margin apically. Cell M1 is broad and short, while cell Cu1 is broad and long. The apex of vein Cu1a is strongly arced towards the posterior margin. The forewing is widest in the middle, and the apical margin is broadly and evenly rounded. The forewing membrane has very sparse and short setae, while the veins have long setae.
similis	Forewing with brown veins and colourless membrane, sometimes fumose in the middle of cells in apical half; sometimes with distinct brown patch along vein Cu1b. Forewing oblong-oval, broadly, unevenly rounded apically; vein C+Sc weakly curved, pterostigma long, vein Rs almost straight apically; vein M slightly shorter than either of veins M1+2 and M3+4; surface spinules absent; radular spinules covering triangular areas along the margin of cells r2, m1, m2 and cu1.	/home/localuser/psilidae/Russelliana_forewing_croped_JPEG/similis.jpg	The forewing of *similis* is pale yellow with pale brown veins, featuring a broad, long, oblong oval shape. The forewing is densely covered with randomly distributed spinules, with broad spinule-free strips along all veins. The apical two-thirds of vein C+Sc is strongly convex, and there is a costal break between vein C+Sc and the pterostigma, which is absent. Vein Rs is relatively straight and abruptly turns up to the wing margin apically. Cell M1 is broad and short, while cell Cu1 is broad and long. The apex of vein Cu1a is strongly arced towards the posterior margin. The forewing is widest in the middle and has a broadly and evenly rounded apical margin. The forewing membrane and veins are not covered by setae.
solanicola	Forewing with pale to dark brown veins, becoming darker towards apex, and colourless to greyish membrane with indistinct brown patches along the veins Cu and Cu1b, at apices of veins R1, Rs, M1+2, M3+4, Cu1a and often between bifurcation of vein M and apical part of cell r1. Forewing oblong-oval, narrowly rounded apically; vein C+Sc weakly curved, pterostigma long, vein Rs almost straight apically; vein M about as long as either of veins M1+2 and M3+4; surface spinules very dense, present in all cells, leaving no spinule-free stripes along the veins, irregularly spaced; radular spinules covering triangular areas along the margin of cells r2, m1, m2 and cu1.	/home/localuser/psilidae/Russelliana_forewing_croped_JPEG/solanicola.jpg	The forewing of *solanicola* is broad and short with an oblong-oval shape, featuring a pale brown color pattern. The forewing membrane is moderately covered with spinules arranged in transverse rows, with broad spinule-free strips along all veins. The veins are pale yellow, with brown pigmentation along the apices of the pterostigma and veins Rs, M1+2, M3+4, Cu1a, and Cu1b. The apical two-thirds of vein C+Sc is strongly convex, and there is no costal break between vein C+Sc and the pterostigma. The pterostigma is present, as broad as it is long, and narrow in relative width, with a relatively straight posterior vein in the apical two-thirds. Vein Rs is relatively straight and slightly turns up to the wing margin apically. Cell M1 is narrow and long, while cell Cu1 is broad and short, with vein Cu1a strongly convex along its entire length and strongly arced towards the posterior margin of the forewing. The forewing is widest in the middle, with a broadly and evenly rounded apical margin. The forewing membrane and veins are without setae.
tetraglochin	Forewing membrane with pale yellow to brownish veins and yellow to brownish membrane, both becoming slightly darker towards apical part. Forewing oblong-oval, narrowly rounded apically; vein C+Sc weakly curved, pterostigma long, vein Rs almost straight apically; vein M about as long as either of veins M1+2 and M3+4; surface spinules absent; radular spinules covering triangular areas along the margin of cells r2, m1, m2 and cu1.	/home/localuser/psilidae/Russelliana_forewing_croped_JPEG/tetraglochin.jpg	The forewing of *tetraglochin* is broad and long, with an oblong oval shape. It is pale yellow with pale yellow veins and lacks pigmentation along the apices of the pterostigma and veins Rs, M1+2, M3+4, Cu1a, and Cu1b. The membrane is densely covered with spinules forming two hexagonal rows, with broad spinule-free strips along all veins. The apical two-thirds of vein C+Sc is strongly convex, but not convex at the base. There is no costal break between vein C+Sc and the pterostigma, which is absent. Vein Rs is relatively straight and slightly turns up to the wing margin apically. Cell M1 is broad and short, while cell Cu1 is broad and short. The apex of vein Cu1a is strongly arced towards the posterior margin. The forewing is widest in the middle, and the apical margin is broadly and evenly rounded. The forewing membrane and veins are without setae.
